#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-24T03:22:08 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-24T03:22:08	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/199/26/table3&-out=RAJ2000,DEJ2000,cz&-out.max=50000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_21990026
#Name: J/ApJS/199/26
#Title: The 2MASS Redshift Survey (2MRS) (Huchra+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/apjs/199/26	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/199/26	    IVOID of underlying data collection
#INFO	creator=Huchra J.P.	    First author or institution
#INFO	cites=bibcode:2012ApJS..199...26H	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2012	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/199/26	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.21990026	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-09-19	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_199_26_table3:
#Name: J/ApJS/199/26/table3
#Title: 2MRS catalog
#Column	RAJ2000	(F9.5)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	cz	(I5)	? Redshift, corrected to solar system barycenter reference frame	[ucd=phys.veloc;pos.heliocentric]
RAJ2000	DEJ2000	cz
085.17136	+50.18967	 7857
096.10211	-37.29010	10568
115.09483	+23.27504	 2255
115.28022	+81.12963	11517
125.15636	+40.27848	 7645
132.97845	+40.83594	 8693
136.24699	-12.46241	16801
147.83281	+57.94099	 8812
159.43076	-44.70553	 5854
167.68837	+12.01615	 3257
175.16298	-55.86666	24348
176.11320	+32.67652	 9425
187.83049	-45.13994	 9668
191.82237	-45.04257	 9699
192.04919	-04.35043	 4065
194.10878	+79.03658	12698
194.99838	+37.19336	10611
202.37213	+11.62483	 6245
229.57550	-32.24943	11668
230.06429	-69.02895	 4981
239.10585	-08.93618	 7723
246.11571	-64.71233	12354
254.47035	+28.12851	10376
275.28189	-76.69504	 5576
283.90649	-34.72314	 5810
287.16980	+43.34341	15973
301.63257	+10.30236	 7447
307.04605	-18.29149	 6703
317.50195	-37.50378	 2629
344.39630	-34.08758	 8666
005.38953	+22.59196	 6630
008.56939	+05.54802	12740
015.18805	+78.05929	11883
018.23807	-31.45012	 5480
035.13226	+38.52404	 7708
035.98309	+37.06276	10683
077.92504	+20.72950	 5366
088.77850	-48.86208	14594
102.65946	+45.96742	 6317
123.41469	+58.13527	 8102
135.62245	+03.38501	 8110
153.49666	+38.65717	 6299
160.00682	-46.15172	 5647
172.14311	+21.01073	 6225
205.75134	+72.33109	 8895
213.45491	+37.26897	 6653
227.88240	+01.76388	11887
227.92549	+07.10638	12787
234.22154	+04.75793	11718
244.28877	+34.87889	 8654
248.44472	-57.54514	 5368
254.41960	+40.72238	 9167
258.08691	-23.16802	10703
279.31546	+19.97853	 5801
285.65671	-37.97975	 9426
287.47070	-43.53598	 5762
300.04080	-50.04699	17328
304.02478	-52.08653	 6106
327.48746	-52.70525	 4996
341.85416	-17.37272	 8683
354.43030	-00.51807	10751
357.64355	+33.58397	 7922
007.14566	-11.58669	 6090
018.46257	+13.27184	14880
048.05359	-01.06194	 8091
065.40422	-15.99380	10910
078.39719	-17.64861	 8122
090.81855	+49.54862	11922
113.59812	-06.29590	11174
138.86719	+31.80696	12553
162.28867	-29.52217	 9824
195.61656	-55.95049	 6155
203.72675	-08.44240	 6575
215.86317	+01.72621	 1397
224.80054	-35.01075	 8935
228.25989	+07.29296	 9556
237.74535	-26.06017	13711
294.67255	-03.09694	 8769
297.11667	-23.41546	 6374
305.91235	-28.27784	 3058
313.39691	-14.50948	 7567
314.31223	-27.61917	 5811
316.77377	-48.88813	 7200
327.77023	+01.98706	 8216
334.74426	-53.94742	10800
020.96330	-27.78839	 5853
021.72844	+13.04458	10306
027.30376	+33.09583	11778
049.13264	-00.46807	 6798
059.30620	+37.95454	16460
065.57061	+03.47973	 6099
069.91781	-13.25034	 9835
086.12497	-55.66215	 4456
123.33808	+57.85227	 7994
157.81322	+72.12645	 6648
169.82729	+72.82401	 6663
172.72797	-04.92201	 8891
187.90482	-47.96721	 8363
202.12294	-24.91008	14114
204.85291	-11.54691	 8662
215.49951	+11.10023	 7723
241.81451	+69.93147	 7538
245.91168	+11.78633	 4967
283.58313	-55.63464	 6153
315.44931	-13.11464	 8785
003.55277	+28.54510	 7140
022.16486	+48.21785	10335
040.65984	-15.21663	 7650
040.70037	+03.08416	13983
043.90112	-10.14003	10126
044.07599	+31.89715	 4520
044.26322	-34.52544	 6418
062.13568	-30.82207	17975
073.46595	+03.74183	 8652
079.49966	-33.91219	11074
091.00046	+46.92518	 9973
104.08895	-62.84626	 9020
104.65977	-28.57523	 6514
137.35577	-64.12701	 6819
156.04190	+78.62894	 2823
157.45538	+51.80175	13852
161.16107	-28.90535	10312
194.94646	+27.71032	 8439
209.85840	+12.78850	11719
212.31831	-29.19513	 6835
296.01883	+07.87044	15817
318.81229	-65.93713	 9795
347.96191	-72.08820	17107
347.96536	+24.01033	 8441
354.45432	-37.22642	16021
358.55707	-10.41903	23271
358.74112	-34.60144	16002
010.84836	+50.67671	 5219
042.31481	+29.95979	11149
051.35293	+40.53672	 3684
051.47511	-51.34317	11977
069.53546	-02.15280	 9096
073.05760	+22.15519	 6996
099.67607	-20.28682	 2701
105.25657	-49.17852	12477
176.07890	+19.84467	 6371
181.47366	-12.67318	 5656
199.62645	-21.44143	15428
212.66570	-02.68347	 8189
256.14600	+04.27359	 9135
261.81387	-64.26943	10665
265.29095	+66.67921	 8203
266.66483	+51.28136	 7077
267.70801	-06.53944	 8662
271.78833	-58.06422	 4747
294.42822	-52.84275	 5615
316.74960	+39.71479	13711
331.59116	-08.09001	 8239
347.58633	+07.37066	12149
351.14716	+06.08210	13036
004.60807	-83.11095	 4534
020.05447	+33.50641	 5190
041.63823	-73.69460	 4739
078.39836	-56.13954	16532
096.75523	-12.52792	 2936
110.80258	+02.75417	 9740
115.17763	+23.62622	 7343
128.34439	+52.53235	 4986
132.70137	-65.76080	 5257
144.21855	+37.69484	 4362
161.38452	+24.15009	 6126
168.68060	+04.02456	12493
188.48630	+15.35456	 2330
192.85278	-09.40829	 4305
195.48074	-06.92611	 3596
195.77644	-05.97799	 7530
207.62495	+19.29767	 5312
211.98668	-33.48209	11390
213.08780	+08.50866	 6958
217.45187	+53.96505	12934
219.13333	+41.68571	 5431
253.49440	-62.99732	 4224
288.08835	-57.20230	 3338
315.40427	-13.96068	 8483
335.47299	-25.59028	 6812
351.60355	-39.22661	10505
006.24962	+06.66480	 8689
009.39208	+09.55685	12017
014.99620	-13.99531	15878
020.64593	-04.23505	11775
058.42823	+42.00795	 5129
058.53203	+15.99004	 6636
067.78460	-63.32369	 5223
098.09790	+35.18991	 7238
098.89974	+26.27719	12060
101.98460	-60.64143	 6566
104.99529	+34.08356	 7259
126.64993	+22.95088	 5874
137.87866	+28.82661	10159
154.67587	-18.22839	14931
162.63095	+20.33335	 4579
193.56677	+27.30370	 6438
217.19394	+30.41293	 3553
223.42805	+03.58227	 1555
243.83377	+26.62450	 9652
257.89993	-23.05165	 7145
267.71985	+47.19734	 9590
269.07510	+13.19024	10080
324.64011	+44.15908	11684
333.75659	+35.88871	 7200
348.66730	+28.55734	 7086
352.23544	+09.69932	12446
356.20175	+04.73561	 9580
003.26212	-24.21465	10270
015.19995	-51.81559	 7449
017.78180	+33.22702	 4746
022.89708	+55.56797	11734
083.99175	-51.62519	16211
084.60440	-34.73996	 4670
098.21664	-25.72255	 2269
144.49950	-60.53828	16428
173.83507	-33.03424	10474
220.18967	-35.14806	 4543
232.90341	+07.31242	10663
241.40895	+17.76794	10222
241.96710	+01.40387	 8183
328.91190	-54.87619	 8406
343.60516	-20.36290	 3182
352.90451	+08.60041	13502
015.34859	+31.04083	 5017
018.03926	-32.24236	 9889
020.63632	-29.98250	11061
029.95781	-07.05928	 5365
042.05794	+18.26119	10066
065.50893	-03.67189	 8939
070.45428	+05.17905	 5006
081.25994	-20.45037	13206
086.94617	-35.31501	10292
087.49406	+15.01936	 5301
089.85257	+62.99493	12873
108.80534	-38.36640	 7075
109.77225	-59.00937	 9320
121.37005	+37.55783	 9908
121.63767	+04.57805	10441
127.85107	-04.03598	 9032
135.21454	-22.61316	 9055
142.74223	-12.69639	 5235
147.17046	+09.00882	 8947
151.69939	+14.31417	 8926
173.64796	+20.36969	10759
185.84000	-05.68353	 7838
196.44820	+27.73414	 2528
200.92900	-30.05669	 3971
251.15479	-64.33036	15258
266.80722	+07.82661	 6940
279.16415	-77.28805	 5542
307.77341	-52.61337	 4709
308.18002	-56.99536	14478
308.35712	+64.94501	15083
312.04480	-19.85608	 8738
314.09586	-14.30431	 7656
318.58939	-73.77383	16141
323.73462	-29.72993	 6048
354.76004	-25.66995	 9506
357.65909	-28.43463	 8217
002.12929	+53.03038	12124
009.15681	-56.90658	 8279
021.98743	+02.14237	 5453
033.08203	-00.81154	12219
034.17061	+29.96712	 9077
037.49518	-13.26413	16864
041.65677	-26.97194	 7230
050.48382	-03.10782	 6076
054.98712	+10.94225	10699
065.30914	+35.92236	 6144
077.83263	+51.53415	 8629
088.55286	+60.57592	 7010
110.43435	+55.38870	10710
111.10592	-31.87036	10771
126.10765	+04.24769	 4083
129.81595	+28.84413	23671
141.59073	+22.13025	 7741
144.99686	-33.11855	12617
180.52631	-32.00813	 8211
195.16359	-14.66624	 2748
226.68094	+05.32715	11078
250.66193	-15.50824	 8374
260.03110	-00.85448	 9070
264.96729	-03.50963	 7937
295.29044	-06.71600	 7566
308.82529	-49.86546	 2579
309.62372	+10.54741	 8432
325.38385	+17.02321	 6933
340.29962	+01.77256	20754
353.28900	+04.55253	 9950
001.55219	-22.85259	 8120
009.38873	+51.21567	12663
013.19237	-22.97496	15799
017.59298	+03.51964	12676
019.70175	-53.29265	 7354
031.85575	+32.95203	11126
078.08593	-26.05795	10864
083.67439	+13.28997	14384
127.21947	+58.20389	 5309
158.83760	+03.55831	 6552
174.26793	+12.92662	10353
176.34160	-54.19410	14358
196.76143	+13.63736	 8249
199.77605	+07.83099	 6497
212.57741	-08.16612	10919
219.14098	-28.83857	 6442
224.17409	-37.49018	 4433
227.12105	+21.94776	 6188
228.56310	+20.47871	 4690
244.65189	-59.45481	10381
266.86252	+40.35461	12625
284.13870	+51.01590	 8209
295.64749	+42.79182	17372
306.37296	-15.85373	 8620
314.61545	+23.99232	 8277
320.12982	-43.44817	11986
353.88412	-19.39682	 9495
007.90230	-10.88823	 5075
011.96979	+38.42064	 9895
033.29546	+14.01800	 7815
045.87695	-61.13899	 8553
052.69870	-73.78427	 8326
058.57863	+41.30188	10352
075.28300	-23.74097	14234
082.64880	+53.15911	 9623
089.78184	+78.50967	 4758
110.22635	-33.97524	 8700
149.05003	+75.86651	 2457
163.89365	-48.24682	 4630
190.79129	-01.44122	14160
192.37062	-08.85062	 4317
224.62294	-06.81913	 7598
268.81992	+62.66987	 7585
279.94287	-63.20050	11095
305.51331	-47.48083	 5586
307.82724	+24.60095	11005
310.16345	-20.73979	11072
314.98718	-55.56196	 9593
329.09851	+01.36395	18767
333.12579	+40.30799	14136
002.72603	-21.06745	 7857
007.11852	+23.49715	 7528
013.17684	-55.52396	 7069
038.42718	+37.66744	10548
041.64835	+01.44287	 8367
042.46114	+13.14536	 9161
057.24309	-01.14473	12196
058.90968	+41.63790	 5392
092.70715	+35.64503	 5732
106.76952	-49.17680	12969
115.86656	-52.90826	12941
140.87119	+25.76954	14916
165.88580	-01.50978	11185
211.43407	-39.77595	 4057
217.15350	+38.99919	 2895
241.40335	+17.80212	10240
247.03008	+52.38339	 9061
261.09583	+49.92922	 8738
280.02042	-42.16501	17939
344.90518	+02.34458	 4866
357.69592	-02.18822	13880
359.96060	+32.70236	10086
008.72828	-12.49828	 7994
009.02749	-32.60322	 4423
028.21092	+36.22345	 3576
041.98808	+37.56963	 9044
044.26811	-07.68561	 5187
062.36124	+36.99597	 6048
109.46258	+85.00475	 4463
133.53618	+17.43003	 6104
156.23418	+20.40277	11121
176.21028	-01.60124	 8512
196.23926	+12.07903	10734
202.47835	-29.49693	14662
222.16135	-85.89596	12321
239.48486	+28.79559	23167
259.21213	-23.40209	 8584
263.28000	+43.82208	 8676
273.76544	+29.76973	 5700
294.24991	+00.24647	 6076
296.01929	+08.32765	 3266
316.78687	-24.04442	11484
316.95581	-10.40854	 8780
348.11710	-61.52133	 7945
019.27662	-13.99774	15411
028.45575	-35.85617	10025
068.81817	-25.99282	12532
085.71956	+69.89270	 4016
096.50188	-27.52003	 7042
128.00232	-04.20617	 9688
128.61746	-04.14732	12308
148.15120	+09.88200	 9119
154.35832	+17.09708	 8289
176.08505	+19.98083	 6329
183.93542	-34.89865	 7748
196.63431	-40.31868	 4772
207.63875	+16.10202	 6806
216.81058	+11.33917	 8325
217.97037	+07.32087	 8163
220.85684	+04.37912	 7919
240.03130	+52.36108	10132
241.93503	-63.53506	18301
257.82410	+49.98771	 8424
276.03687	+46.67139	20136
283.91202	-23.40526	12524
305.74631	-20.94892	16189
310.48767	-19.63305	10977
310.86172	-10.03180	10048
311.79373	+00.36331	 3716
320.87631	-07.74597	 8295
326.81909	+10.24117	 8287
335.59967	+05.13911	 8501
336.07739	-55.24765	23681
343.76294	+13.22050	 9750
005.37097	+22.50586	 5820
013.63467	-40.71605	 7273
014.45224	-67.04009	19197
018.76640	-31.78389	10681
037.68895	-13.98099	10517
045.85185	-50.49528	 6932
081.02880	-12.16912	14690
121.96056	+56.69342	 8907
131.65096	-25.35395	 5220
140.62265	+50.43011	 7974
141.09528	+28.29298	 6508
144.15495	+48.47436	 7777
153.00871	-02.14611	 6069
159.53970	-50.15964	 7074
181.40714	+01.82817	 6266
205.63382	-38.17329	10410
205.95992	-19.88440	 9994
207.14980	+33.51176	 4351
210.52612	-01.39643	 7476
221.97638	+13.66168	 8970
232.61786	-02.27053	 8363
288.77551	-17.23090	 8905
294.56958	-38.89476	 5729
300.85239	-25.90915	 8100
306.91486	+10.75726	 5298
316.51901	+15.97284	 5057
317.93262	+37.52890	 7719
331.63599	+44.71896	 5568
355.63260	-42.93409	15026
008.79673	-43.98501	 7600
010.70407	+23.49017	 7327
011.86295	-48.23682	14927
017.30621	+31.97943	 5174
025.52511	+07.66491	18162
038.64985	+11.72312	 7946
048.14986	+19.83223	16804
051.23360	-02.82222	 5985
054.15031	-15.89666	 9469
092.71267	-50.69351	10721
099.32451	-55.36137	15412
116.78265	+43.31400	12488
144.75647	+17.02522	 8953
196.10002	+55.36823	 8696
209.01842	+38.30408	 5659
212.20091	+35.61297	 8326
226.43149	+44.40497	 8496
240.53551	-36.27352	 6169
241.94820	-02.70482	14087
245.43242	-27.83124	13218
245.88388	+07.85112	10665
248.45680	+39.26326	 9526
258.13205	-25.20182	 8809
265.88846	+08.74122	 9249
269.52902	+21.27211	 6000
302.48843	+04.99305	14762
316.71759	-44.90276	 9648
003.81853	-57.24474	 9798
031.86940	+09.16830	 9121
044.11588	+16.00817	 8970
045.47173	-01.75762	 6126
046.64562	+07.84233	 7894
058.51039	-77.68716	14594
096.65767	-29.93381	 7057
108.78479	+55.41953	11179
109.51798	+68.34270	 2627
114.40279	-69.75365	10787
165.70398	-46.89753	15209
176.64743	+61.75038	 3931
176.88863	+23.62218	 9819
189.65253	-28.94880	 8354
191.17183	+26.41967	 4563
193.95816	-13.32145	 4698
195.04422	-57.64959	 5809
197.25116	-51.89846	 3793
210.49025	+46.31184	 1895
243.48828	+65.71941	38673
250.79355	+42.19278	 8499
258.65250	+41.40948	 8145
268.83127	+28.67901	 6691
269.36502	+14.20049	 6185
290.53091	-30.38317	 5903
320.34985	-52.89228	14844
332.15054	-72.04914	 8094
333.56598	-54.12043	11319
334.77631	-24.18239	 9349
335.31485	-48.35143	 5889
017.77319	-18.14824	12658
032.42484	+15.03831	12729
036.72150	+41.68951	 4317
043.46112	+08.66038	15342
051.70901	-04.36680	 6020
057.37595	+13.84246	10156
079.78614	-43.15844	10114
086.28777	+17.60977	 8324
116.90984	-73.43143	10807
150.29042	+22.40232	 7478
155.37694	+37.75663	 6701
172.36884	-10.01709	 6051
183.86140	-38.14416	 3180
222.37044	-80.77034	12429
242.56091	+01.05565	 8345
242.82088	+13.86607	10436
243.00006	-63.17098	19647
261.30438	+72.89850	17277
279.05450	-40.74039	12147
304.75540	-52.90564	14803
310.53571	-24.21559	 5769
323.08395	-23.10275	10333
333.75583	-05.05335	 7774
014.08645	+13.86211	11941
017.34508	-46.66191	 6652
017.50492	+00.41172	 5701
023.94752	-47.19159	 6501
030.22667	-34.73467	11009
031.58085	+09.22742	 9260
032.16830	+35.91954	11129
040.44139	+09.75412	10835
044.32731	+44.74170	 9756
054.74853	+10.41194	10691
069.46360	-62.22773	17645
099.35700	-48.05005	12794
130.14342	+02.61129	14875
136.18578	+18.81120	 4141
141.32448	-34.09906	 1150
150.59251	-38.54654	 6933
191.81363	+10.20348	 1086
194.00790	-08.12876	 4171
195.12465	-22.11060	 7295
202.57990	+11.51184	11320
250.70775	-61.09045	 4526
254.17436	+26.83854	10066
272.94443	+24.95151	 4735
304.59225	-41.89654	 5499
307.97699	+18.41885	14045
328.90732	+17.70344	10063
345.78934	+20.01800	11441
022.18002	+12.35040	14095
042.42452	+46.57617	 8542
046.15243	-00.03747	 6954
049.02425	-02.08063	 8540
057.99263	+64.23100	12078
067.98056	+01.19910	 3541
073.82008	-04.65267	 3914
074.85210	+62.28659	11814
075.36794	-11.10530	19717
079.44088	-01.18685	 4504
101.45282	-62.38214	12911
123.19785	+44.35733	 6909
136.47189	-64.29834	 5971
142.92427	-61.59398	 9970
156.50146	+70.29032	10895
165.61469	-51.40402	 5872
168.13564	+72.49870	 6919
176.40652	-51.08792	14762
177.81300	-06.10629	 5632
190.14601	-20.56227	 8563
206.31311	+19.57872	 6913
221.63945	-38.70146	 8016
236.10652	+55.66536	11922
240.87225	-59.66325	 5111
268.23428	+29.62531	 7581
297.34644	-10.96665	 5980
301.96536	-21.73281	12349
311.96774	+59.61974	 -155
318.59406	-08.99440	 9253
330.57529	-51.78503	10987
336.66776	+35.05780	 6305
347.63922	+08.14070	 6404
026.74126	+28.75615	10761
037.35983	+31.47165	 5098
050.17174	-49.25134	11532
050.93082	-00.11838	16440
120.85352	+67.15679	11672
159.08618	+21.02285	 7713
163.83328	-05.81746	13730
192.81439	-15.04240	14661
205.03316	-51.03614	 3834
211.20015	+30.74377	 7568
211.91356	+54.79457	 2315
220.55286	-37.87924	11922
222.61111	+16.74521	11067
232.31345	+05.06007	11266
241.51482	-35.87300	 7982
243.56641	+09.53712	 3247
255.51086	-02.85036	 9597
272.97879	+07.73075	13945
280.36652	+32.35303	16930
288.78510	+42.06702	17380
290.39676	-24.79558	12023
293.30405	+39.01677	 9410
312.25247	+57.66521	10945
327.82535	-00.95707	 8219
333.07520	+11.49579	 7840
340.55225	-67.78550	12161
345.82666	+19.95580	11897
356.23929	+09.19309	12063
020.67084	+03.60148	10019
044.88413	+41.37593	 5754
051.31498	+42.67325	 8792
059.75938	-60.67490	14407
075.48309	-34.02859	 5322
089.13370	+13.52712	 7739
104.33221	-46.98464	12074
148.13673	+15.82683	 8481
163.41063	+26.90979	 6325
164.96231	-25.49565	 3770
173.29079	-52.74803	15682
176.49945	+20.43893	 7311
194.45497	-17.54527	13976
195.25806	-35.93161	 4776
201.07997	-17.12834	 7182
211.09561	+11.73575	 5999
235.15746	-68.83022	 8366
301.15775	-18.82350	10566
310.91547	+57.60819	 6148
319.29758	-31.30026	21764
349.57166	-03.62667	 7461
351.33939	-57.79135	 3418
001.82128	+27.67838	 7559
013.98203	-01.24717	12199
020.56093	+25.72979	16313
030.13287	-58.18003	 6107
032.47758	+29.51166	 4904
037.08430	-42.76375	 5415
069.31461	-18.90146	 9244
087.79934	+07.47618	12378
089.90509	-60.07302	10945
090.28321	-21.73861	 1748
092.22902	-65.88216	11248
162.11621	+38.39721	 7645
163.11452	+08.09406	 6537
165.73447	+50.65928	 6139
171.43771	+14.67665	10166
181.06999	+24.14699	15291
192.86922	+09.92263	11682
220.86308	-23.44477	 4351
245.84572	+50.47615	13299
254.24615	-10.21321	 6998
257.35443	+22.21405	14684
259.73834	-02.39096	 8971
292.65445	+43.42687	 9089
298.78409	+68.38818	16144
350.28281	+29.54961	 6112
001.17492	+09.77108	 7880
009.08351	-59.18644	 8807
009.19090	+01.88646	 4269
025.35168	+08.52546	 4299
032.63660	-06.61652	12730
046.02590	-12.01546	 3265
047.59045	+08.48558	 9453
083.62150	-30.68509	10807
091.75719	-69.35495	 4404
092.79360	+30.30035	 8850
097.58713	-32.28017	 7037
100.23067	-37.06374	 9873
125.05638	+44.23033	 7098
130.26105	-33.05265	 1883
135.91631	+03.36977	 3715
146.01006	+10.98812	 6078
147.23077	-25.97451	14264
162.64690	-12.89708	 5001
217.31030	+44.69907	 2409
250.31982	+13.39178	15172
258.07904	-23.37200	 8235
275.96530	-31.20167	19521
279.98535	+40.02642	 7095
299.64911	-52.58603	15266
024.58688	+07.53413	 4298
034.47608	-23.38407	11331
044.92605	+10.56948	 7420
049.40021	-01.72320	 8295
050.16805	-22.93139	10549
066.18392	+29.42122	 9040
120.83327	+03.05226	10302
129.54012	+19.72563	 4134
136.51776	-34.60007	 8895
144.32822	-20.63622	 9534
148.47086	-14.21122	12065
150.01863	-12.23389	12126
155.75961	-39.16655	 2873
167.52483	-67.39423	15990
174.34212	+25.74130	 3286
175.99571	+20.07705	 7359
176.57411	+33.20450	 9954
177.20808	+60.19552	 3508
191.76271	-08.73600	14490
196.34825	-47.68058	 5117
197.39983	-18.97236	10698
245.73123	+39.79166	 9616
246.13933	+55.91455	 9262
255.24605	-18.80663	 9089
278.98444	-63.37667	 3535
304.33481	-05.36857	11251
336.54843	-52.92613	10652
336.80130	-12.64718	 9519
020.79836	+33.52926	 6006
045.18328	-10.82256	10126
045.19138	+23.18588	10157
049.39365	-01.69509	 8482
066.77018	-06.16492	 9165
083.39921	-30.34849	10469
095.70719	+29.36611	10533
102.72669	-35.34893	10383
116.28016	+46.07237	 9364
134.63240	-22.48856	 9844
137.34395	+15.79612	 3808
149.80423	+57.95227	 7750
155.11804	+53.85635	 9685
172.12950	+09.10449	 6316
196.61113	+45.28903	15259
202.17363	-38.35882	 8477
206.55286	+23.05375	 8052
208.38448	-35.60899	11130
231.26668	+48.45722	11738
254.62338	+20.04146	 6021
257.11758	-20.77408	 8521
262.59225	+67.32261	 7898
275.74716	+43.66069	11472
305.74243	-34.39787	 9933
314.70776	-14.03957	 7703
317.34265	-23.24949	 8754
319.37122	-80.80237	 8743
329.85199	+10.48445	 4994
341.70895	-65.27386	 3421
018.28992	+02.28793	13839
037.58965	+35.32595	 9117
048.59886	+05.52290	 6986
069.51791	+60.67014	 8478
100.17771	-42.04758	10848
114.61929	-81.72543	11865
142.40788	+62.54401	 7684
149.14655	+10.09465	15528
160.11870	+13.62272	 9506
168.21086	-07.85684	12243
174.27585	-32.82686	 8957
205.03789	+36.86104	 5721
229.03687	-46.48045	10058
244.47809	-34.31334	 4477
263.41614	+36.56024	12316
276.67157	+42.67069	12036
292.05896	-62.10132	 4437
301.68927	-20.28916	 9590
325.24072	+73.99660	 6690
339.64514	+35.34137	 8797
021.90020	+55.26068	 5182
022.05399	-01.91551	 4751
027.13939	+13.43082	 5015
038.35635	-43.51859	 5119
049.16389	-43.85472	18594
060.27764	-16.11085	 9499
060.41991	+23.11272	 6251
107.40836	+46.08093	 5811
129.04523	-03.43388	15808
133.54085	+67.90772	11760
183.99675	+27.44219	 7650
200.07539	-13.09842	 7000
214.41429	-24.18342	 6339
236.94151	+28.64178	 9971
264.65182	+23.91402	 7659
281.72424	-63.36113	 4234
300.23599	-38.34698	12196
003.06043	-27.18991	10437
013.55772	-62.45537	10629
018.60693	+73.63747	13217
021.61060	-13.48362	15687
025.46979	-04.88987	10675
031.92964	+15.36597	12833
044.34079	+41.93871	 4439
049.68888	+43.24071	 6191
053.49511	-07.14072	10222
061.70718	-21.17264	  945
086.77390	+17.55350	 5582
095.71119	-22.96581	11378
105.71725	+50.58657	12625
112.77936	+59.48164	 3809
133.66966	+42.52642	 9127
146.23567	+31.09779	10387
190.32281	+18.57453	21094
192.83305	+31.05970	 6825
198.23621	+47.45664	 8435
201.45956	-32.14832	13836
212.25960	+14.31694	 5282
214.74437	-27.21634	 6729
216.23279	-25.77111	 6424
237.13583	+08.58802	 4276
262.09683	-06.36457	10747
266.91412	+09.54715	10904
314.56219	+08.42748	14143
322.84659	+43.60503	 5520
326.18317	-07.05773	 5966
330.47409	-22.43347	19924
343.70874	-51.02669	14518
001.10210	+31.47199	 4958
017.85678	+01.64022	 5011
020.28373	+42.85141	 7279
043.70001	+41.40971	 5622
047.62081	+42.31364	 8663
071.53291	-17.06397	 9468
078.37788	+01.19017	 8445
086.38510	-21.92327	 8902
091.03962	-54.62275	 9764
104.48457	-47.02492	12129
110.25434	-58.62297	 9173
125.48451	+62.95965	 6229
137.89853	+30.07746	 7787
143.51134	+09.47929	 3048
144.32217	-33.83850	 8909
161.53055	+25.90487	 6343
168.13080	-36.82687	 2810
183.90648	-07.78915	 9292
184.49754	+05.59865	 2608
187.40190	-08.43540	 5381
195.59851	-12.34209	 5140
202.35675	-20.72958	 7242
221.25336	+26.30116	 9250
237.77879	+20.20255	11240
251.93701	-58.01905	14954
260.99710	+51.95852	 9175
262.29675	-11.88004	 8288
294.72531	-18.96474	11216
295.07233	-19.06645	11506
299.98041	+40.75543	19654
314.94858	-30.17948	 9918
002.14178	+55.51139	 5155
028.60127	+04.80390	 5199
030.28269	+26.84410	 4993
094.21011	+33.96709	 7813
098.53960	+38.89574	 6910
106.28252	-59.02231	 8345
123.32623	+34.93247	 5229
167.68520	-30.34639	 8938
186.37187	+47.27324	 7455
196.35367	+56.32269	 2535
205.16624	+54.33297	 2009
207.84534	-12.80400	11192
210.99483	-29.33617	11486
218.82233	-69.84528	 7790
226.25429	+05.79679	 9640
228.69618	-09.53816	 5513
242.97502	-28.17206	16653
278.90872	-45.30481	 7937
299.51407	-17.88813	 7836
304.02713	-44.42164	 5336
311.45648	+00.17795	 4079
324.89798	+41.79018	 7986
342.41611	-48.84947	12930
357.25650	+26.78847	11514
359.76437	+01.71989	 6468
019.08563	+46.74796	 5188
048.29258	-02.90333	 6160
052.64957	-17.94141	 1510
133.05159	-30.67023	11425
140.86330	-10.42954	11289
150.87000	+46.62830	 4826
177.52472	+24.92008	 3635
190.99330	-45.59478	 6082
215.63664	-33.26157	11679
224.01772	-27.76797	 7053
225.21841	-25.20657	11211
225.69130	+53.51219	10419
244.89001	-64.80547	 7433
248.53070	-61.62947	 9845
285.93503	-23.14857	 6538
302.98938	+51.68705	 7218
332.87918	-22.95286	 5184
343.52454	-17.58205	19120
358.84644	+30.39319	 4996
010.71369	-79.98260	 7501
011.05392	-12.59217	 6672
015.49695	-11.28236	15714
020.56230	+34.66898	 5124
043.98437	+15.97291	 8947
