x,y,z,r
-41278825.140519544,79634756.41674575,45517579.94260383,100585714.28571428
-148773048.1046976,88880313.8269046,34198961.25995834,176642857.14285716
-52380239.45096,-262370.6452402408,-48414943.7544383,71328571.42857142
-135181887.10939336,-32846929.45528883,185217034.55192402,231642857.14285713
-90996438.54740757,-28854741.114743996,-12010031.74014054,96214285.71428572
-73086139.97924523,-76942242.87565352,-26759043.028291408,109442857.14285713
-28853581.580905568,-90221532.63603315,-30131476.544624105,99400000.0
-14357208.983866688,-94428394.27527715,17320829.936361015,97071428.57142857
-2156859.685570064,-18355798.886781175,-76469642.84599605,78671428.57142858
6197841.7999048475,-81685154.2451226,-62529169.407976605,103057142.85714288
25417620.51426757,-137662885.03560382,-149426778.73154873,204757142.85714287
62831812.66090367,-56180571.126143515,13021513.23425684,85285714.2857143
62070857.69311353,-8718706.68316139,39414939.716962606,74042857.14285713
117105906.73919599,38058489.5581862,-12393078.209364591,123757142.85714285
110121362.47327003,40895975.72413017,-87059876.19759639,146214285.7142857
29947772.28237767,11406228.358038029,5324520.881750994,32485714.28571429
40031378.606687196,18101934.542074323,191979940.80703944,196942857.14285716
77428501.99066696,46561561.319285356,4398042.845319119,90457142.85714285
86847567.70562707,75410694.37296207,-30412628.530443788,118971428.5714286
58699899.76979614,59137185.662861645,82764362.69777995,117442857.14285715
18035602.9894903,93281970.60585825,10736974.310593583,95614285.7142857
3701093.796568852,28969299.70916991,-178671759.6642465,181042857.14285713
-26538926.532904554,39272967.55210276,-135067379.29327342,143142857.14285713
-87920731.53386602,70944581.85149688,-54127092.003844485,125271428.57142857
-17619300.735135134,12140291.5026933,-38283449.993781075,43857142.85714286
-74031874.87875783,24048157.576165255,73061995.38849373,106757142.85714285
-26468226.839385033,8167808.495016443,-10022132.391548084,29457142.857142854
-183748621.75230116,36468732.89230351,90948133.99064317,208242857.14285713
-89469978.34259981,-30351061.404488735,29291158.484481677,98914285.71428572
-173023859.65063918,-71199226.39369498,-114885826.50669804,219557142.85714287
-85140771.98572673,-55396418.949581884,-86496574.18585986,133414285.71428572
-45775938.3813722,-34852530.64371276,51496703.69452035,77214285.7142857
-61235935.3986322,-52671343.98944995,-29235248.21511836,85900000.00000001
-46546447.55690559,-45484576.52583321,23267273.32314164,69114285.71428572
-785705.7279703406,-33890443.67375873,-60933522.527211644,69728571.42857143
9802645.869359808,-24444766.5228778,-37957891.45358203,46200000.0
30285075.074119728,-63932839.39869093,87914257.56007606,112842857.14285715
143348017.36127406,-35466445.34970115,47847534.53004278,155228571.42857146
140246413.35307226,-9936866.756548056,-98106347.83727263,171442857.14285713
147256846.77375096,49444584.49148372,44243854.17786828,161514285.7142857
112631780.04792878,47681713.88240547,98047631.90004188,156757142.85714287
54081208.53335841,45170191.72011907,-110655177.44864966,131185714.28571427
-65855141.871488936,62441244.45876949,-6913138.47741273,91014285.71428572
-87056363.66848093,39320772.61362284,-63774835.563842006,114857142.85714287
-16505129.840001877,3862919.919229394,71680075.5617616,73657142.85714287
-26247609.944473702,3578022.1749557992,86834939.0964584,90785714.2857143
-96876338.58296311,-24299073.55970123,-48201037.81973288,110899999.99999999
-74901627.00920747,-42046293.25632685,18253883.704207435,87814285.71428572
-91695800.1108808,-59075565.22267937,2808056.727547275,109114285.71428572
-41432487.34508717,-39715395.03296247,55073609.943637356,79542857.14285715
-26454317.1768795,-80306338.68917093,-47042595.19757362,96757142.85714285
8639123.318511948,-103778947.79170598,-98001507.86357275,143000000.0
9472224.89066912,-88264377.52623305,-112365104.0827498,143200000.0
110224853.56425087,-184860115.22836578,269103203.1475856,344585714.28571427
73350510.42595756,-85586038.63239913,-35485477.90402744,118171428.57142857
80445426.11264351,-88844444.04472253,-71661187.06077781,139642857.14285713
74662244.40189134,-23700380.782346644,49649559.541494735,92742857.14285716
137094659.26480126,-30397672.903591022,-161199775.17281902,213785714.2857143
1578034.6947929764,94976687.64570226,-22420941.335116524,97599999.99999999
-35211732.84657975,109077373.12119302,-123411685.8988261,168428571.4285714
-5984996.726526107,8568674.402298639,54972351.868057795,55957142.85714285
-43267820.00036763,24309791.350116536,142051330.90983737,150471428.57142857
-47996135.88166548,23483343.05604684,51586322.23159096,74271428.57142857
-53013834.13373981,11696991.511763925,-58311665.3048624,79671428.57142858
-90080609.13722906,-21136758.583167426,101632968.43866414,137442857.14285713
-91106364.19271237,-59409212.092226714,-66859326.91580936,127671428.57142858
-72211761.13033605,-54545381.14147151,-59464769.98151293,108285714.28571428
-105965977.9915598,-111820575.87090558,9894861.261028197,154371428.5714286
-93551627.49391809,-106299117.54117312,20743417.72026152,143114285.71428573
-65272260.04873734,-123546355.88896915,30545085.686312135,143028571.42857146
-26480402.832999367,-79739289.42974833,-11035661.456188345,84742857.14285715
29963808.36349764,-95213410.0300269,100656168.6625811,141757142.85714287
48792558.8376391,-92294301.73959847,6496773.697419073,104599999.99999999
99776398.84162983,-58494746.82914672,-189240423.5062227,221785714.28571427
30252608.41111343,-14358511.654513093,-57171862.02130273,66257142.85714286
100978124.89471541,6678212.541227389,-45151142.71387602,110814285.71428573
73819825.30268225,9629618.955095645,29289995.40903235,80000000.0
206748808.88315254,51913375.07597343,-4501460.459897697,213214285.7142857
45835068.60877088,32511658.424327314,16716696.440512244,58628571.428571425
77672587.56210843,95260915.07468814,16702024.08999927,124042857.14285713
33984349.95862955,41860961.01714431,40512502.76399072,67442857.14285713
5082153.2332440615,95380601.39713395,116083556.04214567,150328571.4285714
-81039665.75579429,-21691820.676231816,90613239.22359473,123485714.28571428
-126603840.59831233,-57306256.27497633,72094379.2337218,156557142.85714287
-104655910.97279003,-61129222.15483918,-108628937.43482985,162757142.8571429
-111129195.3022602,-110043315.54420568,19223052.763578147,157571428.5714286
-64029604.85225178,-137282903.58399132,28057393.879673768,154057142.85714284
-14699500.022037636,-79187832.3647052,90931401.96689557,121471428.57142858
8968129.676022332,-102177139.64419672,-99497812.96211678,142900000.0
29415473.526609138,-44610924.15897823,-53094152.56275061,75328571.42857143
63143103.98290598,-57323426.54371965,36042858.91111608,92585714.28571428
42467788.728018485,-33809337.246460855,-45565063.62623191,70871428.57142857
72420733.01639321,-42041680.217397906,-118515359.64689851,145114285.71428573
95379828.28092979,-44861460.04509658,-57000213.072713956,119828571.42857142
141786268.89702395,-19292256.78470825,-184716331.67800012,233657142.8571428
89362739.96949662,4054171.71859575,-11117512.792788718,90142857.14285715
100501179.28757285,4931750.092431464,55561238.386092536,114942857.14285713
75424267.53628741,6528842.05902899,12216908.917275216,76685714.28571428
76567724.62136662,29873154.935488276,-54210581.4403306,98457142.85714285
72557255.22751787,61140384.25324764,4107355.854076677,94971428.57142858
59707887.4328975,61507427.444146276,6734063.314820462,85985714.28571428
22347884.0949481,26340683.86080928,30549432.026838776,46114285.71428572
69521386.04616249,96725269.1764076,-11647720.33719768,119685714.28571428
51146938.25964246,76466719.34536545,96406937.82954843,133257142.85714287
19027522.613540076,41855594.585238114,-44355913.64072356,63885714.28571429
30526393.143249698,71282639.96350715,49639425.06395944,92071428.57142857
61724287.940693095,177731886.17880523,-27688646.742601708,190171428.57142857
24605951.58160358,97668947.91636118,-36745432.65358835,107214285.71428572
35045006.65725734,174840716.10306007,59643232.42775607,188028571.42857143
14573454.399782348,150696610.1422531,325758.332588144,151400000.00000003
4394922.258313879,74035634.2522746,19996099.8447877,76814285.71428572
-14073802.754134716,63567242.96075388,31340523.16544423,72257142.85714285
-48172986.39118481,63681481.001682125,68513343.79487304,105214285.71428572
-86359429.48316516,111196228.1859346,-7376951.214211068,140985714.2857143
-17382475.270298388,14438913.408445997,-14060140.01148267,26614285.714285713
-26346657.399077583,-1280472.60782837,-15929037.56910204,30814285.714285713
-76726078.83579141,-28149617.498070873,55415338.11076962,98742857.14285713
-39402227.34309204,-90292627.48739564,81499416.44832514,127857142.85714285
-32633050.6419035,-89898588.8168957,-181937334.97273904,205542857.14285713
55656234.58726629,-188215783.39779472,-94051133.41596536,217642857.14285713
124346945.44066577,-65550611.57093754,-184638760.9178326,232057142.85714284
72161941.86332613,6449790.367231694,1044941.0285341041,72457142.85714287
101099146.30641718,53584491.94332346,-83706647.27769971,141771428.57142857
46015785.479325384,33883137.09167544,51267267.84650607,76771428.57142858
46449523.67882823,37747278.983168185,36982593.6137158,70357142.85714285
51338245.97402927,81406802.98752491,79517645.25721453,124842857.14285715
35904517.18106337,122614565.72737874,-40167102.987133645,133928571.42857142
22065646.79997623,98078921.19256775,-34057870.917744756,106142857.14285715
581126.3191426027,10296472.806166023,-12989644.272282068,16585714.285714287
6083983.452366805,140017942.82592496,129701932.29212356,190957142.85714287
1904807.6735075202,55445202.21853277,16116426.956885597,57771428.57142857
-13376527.891015299,90472032.2170266,-64379380.09937453,111842857.14285715
-16395786.976930974,77155381.61045796,-125329980.58510147,148085714.2857143
-108572825.4155113,135117505.68126974,-81173648.67840393,191400000.0
-79313019.65924653,41396149.11403529,-66758832.45117611,111628571.42857143
-58465386.76865548,27468710.390119996,105426868.59593344,123642857.14285713
-39874183.44661006,16477785.562385581,40744407.85314809,59342857.142857134
-70456467.13663521,8408509.136968909,93960436.4659989,117742857.14285713
-52722273.14047152,-16100193.805711083,-82421384.68814933,99157142.85714288
-31028326.418904647,-11446154.137428043,-7314519.025440478,33871428.571428575
-92875864.58825892,-34926208.45294753,-4190595.067938162,99314285.71428573
-92130393.31207404,-73796055.25364013,6892468.532417353,118242857.14285716
-61870939.47690747,-57816268.9385438,48586045.871777885,97628571.42857145
-68584013.06629962,-101816193.12798566,63753350.0462192,138328571.42857143
15967320.745021582,-42267487.67902022,-55800933.26754918,71800000.0
16861841.938414626,-11938345.901282726,-43025233.45895398,47728571.42857143
121845804.37861684,-85536595.80525422,27155612.016462542,151328571.4285714
197020064.1999794,-83723572.91275653,-126478172.2255726,248642857.14285713
85413826.4170217,5437258.50096765,46373983.15360922,97342857.14285713
72185215.63973793,22792770.344794005,-53976576.342579,92971428.57142858
47409719.6928878,29090241.43235315,66076470.89182804,86371428.57142857
42221130.473613605,29893065.10195816,-46582502.89379469,69614285.7142857
21829184.690950427,60729219.59305855,-9498163.71509218,65228571.428571425
-33419453.198580023,109459932.53360094,26606640.480290826,117500000.0
-114614491.37057923,31942942.974998403,91809382.31099673,150285714.28571427
-126751321.37481895,25625033.074433625,70382614.71819232,147228571.4285714
-90898385.01456785,2980771.309048692,102648730.48144658,137142857.14285713
-25224571.191474605,78712.87832860801,-13927593.967139632,28814285.714285713
-80591073.68921453,-32370888.956172336,-19250393.635270815,88957142.85714285
-127730961.40945095,-71730815.02000836,-69530070.1392896,162157142.85714287
-14800088.862260032,-102083971.38670044,-23267401.92465051,105742857.14285716
20639706.216936998,-36524988.05889647,-61391469.02016236,74357142.85714287
83945123.82753503,-83207667.12479132,-32564709.690548915,122599999.99999999
80373702.83540705,-69218832.10895228,-71516016.12054087,127928571.42857145
200486802.73434445,-117655154.72306201,-85086853.38465266,247542857.14285713
149103849.4230092,-37145057.02660843,64039232.94624042,166471428.57142854
51820512.167668656,-1032091.7849687545,56129576.02929053,76400000.0
109234549.0612873,18231580.5358499,-12447215.379565924,111442857.14285713
57972156.58797124,32877130.36313729,23078187.697046734,70528571.42857142
54474616.45306812,40029096.34785797,-57581486.676405154,88800000.0
53544750.957204156,52837829.15197931,79707486.82173605,109599999.99999999
48015752.61827997,53988451.82999958,-10427586.94521197,73000000.0
105016851.62587598,125732066.44653371,153377573.244351,224414285.71428573
55351850.19322546,129687984.80415748,-30384224.76151134,144242857.14285716
-29352974.798453614,63892391.629002206,-97894339.4329815,120528571.42857142
-26951261.485331193,23659190.58031409,-75991269.37852934,84028571.42857142
-102148424.36794274,87720872.08749177,62464300.32973325,148428571.4285714
-89815549.14781854,6661097.6866160575,39993644.529633746,98542857.14285715
-110859669.59559728,7543289.0806120215,73142554.39433226,133028571.42857142
-86252178.19832371,-20955408.240430985,-18231330.09496813,90614285.7142857
-148636554.36331826,-88366350.99390335,-85007924.38836826,192685714.2857143
-74419427.10828608,-116806508.45900764,488313.9259470888,138500000.0
-9447227.998628547,-24137332.157208156,-61999831.2858554,67200000.0
-35835382.11566035,-101703139.890899,-11222926.173490314,108414285.71428572
-14708662.937434914,-93826309.26332118,11062122.638517447,95614285.7142857
20666194.70543821,-34093385.04728601,58386980.504342,70700000.0
10578998.24721436,-15627188.928720146,-53482576.287545785,56714285.71428572
53002253.50266776,-27103540.774142783,47107727.35606682,75914285.71428572
94492430.35701673,19756900.61943395,41083486.099367596,104914285.71428572
170539158.92807811,61521097.062551156,-38101953.597102,185257142.85714287
112083781.80934966,58507637.186427385,83671822.4901821,151614285.71428573
64139458.01169539,59974297.874986134,94480304.87971723,128985714.28571431
112490283.7205751,114495604.83233018,115592095.50199965,197800000.0
99534449.86843619,105036717.99443634,-22487587.031700004,146442857.14285716
79083609.22052546,89504065.27455886,-3411886.6262041763,119485714.28571427
39662450.40560643,57309553.82798888,56920416.75330442,89985714.28571427
59116234.84745328,94591681.11011815,35825699.779228985,117157142.85714287
60897652.358110204,116032788.79734083,-3366355.7415061663,131085714.2857143
-2196546.7664478677,65662093.82762249,-76692757.847604,100985714.28571428
-1790302.083352304,48235646.31430975,-142504277.40887588,150457142.85714287
-100990771.16172066,22424105.34799015,77804093.11089832,129442857.14285715
-96947956.3273278,5056937.749859456,35346326.21930672,103314285.71428572
-77723936.06612347,253931.3625031086,53575043.45544006,94400000.00000001
-33572013.64217811,-3556631.889990503,54791533.162918545,64357142.85714285
-79991941.78189453,-29634763.21990308,52046031.99685232,99928571.42857143
-48735930.64610277,-25567353.522299606,36610510.757486224,66100000.0
-99138188.4541567,-54349775.4697989,53015046.63659127,124871428.57142858
-72690021.89234878,-54537862.3490035,-61167146.7269106,109542857.14285715
-60288235.45736628,-46875055.72126393,62415165.77408396,98628571.42857143
-31111394.96255854,-120882237.98553544,74123608.3617187,145171428.5714286
3247232.617266502,-27616915.85093689,-53956013.92997477,60700000.0
110075309.53275418,-129931862.320536,-69504365.13587286,183928571.42857143
82976639.05848676,-88405073.25403535,-155341359.41379765,197057142.85714287
100199946.99720648,-57031536.15395521,-4235686.04707138,115371428.57142857
175766950.30281246,92919907.5187698,-7842152.49195185,198971428.57142857
55304596.8661799,33332001.548387602,35287909.901075006,73585714.28571428
96800321.4728619,103904704.24020019,83565147.47774039,164771428.57142857
64523411.88693569,78991281.10928291,15154627.859186793,103114285.71428572
84979313.44866402,228494797.63367376,-41967456.60162846,247371428.57142854
26118843.603079326,136569834.52603468,15826862.34461896,139942857.14285716
9258100.217779232,168505340.94403908,-80754579.7059624,187085714.28571433
-33189774.10522581,113971944.0582846,-38195874.93983257,124700000.00000001
-37309068.18623293,101385604.1256451,-72900817.81273265,130328571.4285714
-70216978.81544803,113198626.2700572,10412696.266655369,133614285.71428573
-101314030.73821424,31919367.383576687,-27965593.623496752,109842857.14285713
-120111408.01406324,18467814.90565982,-10779122.296806538,121999999.99999999
-148590786.9827165,5458886.474278137,22891741.908907603,150442857.14285713
-55362780.74336323,-834769.3791627076,16386067.846384268,57742857.14285713
-98224529.19456795,-9763182.294588612,5418194.336275843,98857142.85714287
-57074079.636342846,-12752056.498814778,-14930478.310924329,60357142.85714286
-60747693.45853435,-34635934.460780516,3474188.7654664614,70014285.71428573
-2486836.5634145685,-58284948.015807964,14856664.454090206,60199999.99999999
-2277487.793652938,-56079139.529365696,14851767.427831247,58057142.85714285
2180475.951717248,-5524258.025659507,57034475.216276355,57342857.14285714
53001712.472538605,-20019887.485694427,45304400.47597431,72542857.14285715
105371197.37872712,-18030868.357020408,-102990681.06387018,148442857.14285716
75819814.60608374,9739764.950551117,102631277.99272186,127971428.57142858
82465028.27377065,120983033.68106408,-198819740.37536776,246914285.71428573
-4732361.984292351,74255783.26610893,-35965611.88581359,82642857.14285715
-4531803.288301245,41091233.7556586,-148881287.46484524,154514285.71428573
-30399224.942415666,45034787.02406327,23213718.212529782,59085714.28571428
-66955552.75657814,55746529.8018165,61843952.75663777,106842857.14285713
-64957839.672723934,45744435.77945661,85577404.67485626,116771428.57142858
-113744506.19723268,46194948.57007714,1018680.531380179,122771428.57142858
-92008076.31989972,9233939.190039882,134960024.67007095,163600000.00000003
-29754293.9550176,132025.14845752253,41314997.88689933,50914285.71428571
-74134014.92695233,-6145170.664102271,70869453.23760453,102742857.14285713
-165998345.62634715,-48948036.60184772,-133686501.16894011,218685714.28571427
-85955856.46762495,-36897637.398530066,-18524032.692726713,95357142.85714287
-75704839.71683273,-44490340.91201496,14679010.170770992,89028571.42857142
-38511549.79457892,-63660216.12344671,-136365833.9938632,155342857.14285716
-18055391.935385562,-39484052.03726042,62203846.98093443,75857142.85714287
-44157374.0133108,-111006115.67496718,144401811.2517994,187414285.7142857
-18116642.60324052,-68330958.88528618,76513749.4128737,104171428.57142861
2949368.2716561295,-58000806.06178665,27897106.2891421,64428571.428571425
10021414.288329361,-46957245.15870691,-64060397.323274106,80057142.85714287
48314036.09583755,-45574669.641442254,-133218438.59914944,148857142.85714287
22616710.358991355,-6918243.829533375,-83975820.55152301,87242857.14285713
157530640.8691108,-39708968.99151165,74369176.11990543,178671428.57142857
139394504.07829875,-28056331.002787024,10422416.625963535,142571428.57142857
23048289.77471772,-4528679.352259498,-18707819.323103305,30028571.42857143
99488142.37188536,-10407015.071316596,-3309647.833001666,100085714.2857143
91872580.64860739,1034367.8465919346,-5958772.298614988,92071428.57142857
112119957.45124935,81827430.41848704,120110829.92850913,183557142.85714284
64626219.58032204,64130791.974743,92172373.99977478,129557142.85714285
38395160.11261489,44205277.72577912,-40032078.96189458,70928571.42857143
-10239605.788376167,106608972.47165036,-79411494.26261428,133328571.42857142
-584150.405509932,1718034.6479703449,24561629.74772564,24628571.42857143
-36203501.10608513,51360776.14608648,-1548415.1563944367,62857142.85714286
-102000409.48450838,17618364.989145607,846774.4921977558,103514285.71428572
-84951160.30277404,-3448776.8635626016,39587453.889324285,93785714.2857143
-138878384.72761688,-72561895.83815862,-23294880.256991863,158414285.7142857
-84959723.5852436,-64575135.494855136,21124130.202050127,108785714.28571428
-43166003.18066895,-100918074.38552918,89232066.52896367,141457142.85714284
-15324491.370570578,-44021999.88111189,170470558.89473808,176728571.42857143
5747332.235138836,-35848619.938989915,158406873.8466651,162514285.7142857
17611300.188482013,-51383317.365347624,-55779310.64544175,77857142.85714287
30398073.701637495,-62666677.443218395,85213962.1619309,110057142.85714287
113647784.83224458,-156549876.18738458,47146750.08893624,199114285.71428573
46170697.92516459,-61293886.33533817,147616999.00726813,166371428.57142854
75306187.30215107,-56532133.826412916,-64409985.27501397,114085714.2857143
189910606.4331354,-131596671.35736984,-17354182.546554822,231700000.0
26571138.34236764,-15579203.069407882,-106432622.06162597,110800000.0
83595424.00771745,3305369.487910721,-54151876.60614642,99657142.85714287
88645785.83575371,11935505.654338248,-48995451.59200281,101985714.28571427
223354129.76362213,45314087.96834094,-134209758.25310537,264485714.28571427
61994544.56036341,18819416.611568175,53217766.74223466,83842857.14285713
70743441.81141348,21543627.821017787,-78925313.37920067,108157142.85714285
62444397.613338836,98030227.46133235,103063936.34968933,155342857.14285716
4816941.248226504,10088258.614850406,-16532140.398370646,19957142.857142854
-345547.56457184564,6584469.012519914,-81519497.21341683,81785714.28571428
-4314786.113438381,48828597.57129626,88421494.44572671,101099999.99999999
-17804873.61695822,101839121.50649233,-79753857.37037244,130571428.57142857
-11396889.73341378,62568698.19948583,-110884681.46455331,127828571.42857142
-69972050.40012582,79840410.50200206,138274624.67857426,174328571.42857143
-94172204.429645,14770802.060889438,-13977318.834030764,96342857.14285713
-115512380.06966783,7422761.849299446,58387182.37192522,129642857.14285713
-108451112.6273287,-10902537.469152786,20296909.12670137,110871428.57142857
-94779333.04467106,-38627698.32874054,21024829.112909764,104485714.28571428
-113041921.66224805,-52741644.59049623,53317007.42689167,135657142.85714287
-38186792.358427875,-22380806.67384231,-30128158.473806825,53542857.14285714
-32456287.522896018,-83036645.74747463,-183042248.8477442,203600000.0
-7056787.355473137,-22719862.29382102,160619084.8744195,162371428.5714286
-10435825.578501945,-142476241.78136408,116303555.97993498,184214285.71428573
53879089.100211434,-228527204.659911,124007188.23099154,265528571.42857137
56860428.94308834,-88461049.41488847,-48863005.8061976,115957142.85714287
80114148.87183109,-37456433.56591539,-199880484.59721965,218571428.57142857
112480737.7069698,-33232572.09039054,17596584.81503897,118600000.00000001
110893527.27625719,-31105659.064124808,-70455098.67536348,135014285.7142857
58181309.201901585,15939058.459830374,-95786855.43939123,113200000.0
66070853.22737032,59959336.08027772,79711565.25828432,119642857.14285715
59556784.32147733,94707106.40013042,-37020162.319893256,117842857.14285713
39332475.576390095,63089098.24472084,-1957405.2865312023,74371428.57142857
14128864.172401832,30812633.151070617,-50129189.211531915,60514285.71428571
46527794.12065957,104302155.3951306,101293770.88203233,152657142.85714284
-35522063.86249494,115890188.17535381,-95639987.78560103,154400000.0
-10048826.779957144,23671358.346635256,-15943104.097042972,30257142.857142854
-212203578.21367836,110181132.11115712,-20895379.081361685,240014285.7142857
-54851628.45795536,24666697.271732707,92750073.67393966,110542857.14285713
-95703680.03708151,41192301.24184229,-72064347.28659433,126685714.28571428
-110338342.48386796,16762202.270664467,-79752614.81153156,137171428.57142857
-38672909.712793,-16379451.797513347,-27524427.386505544,50214285.714285724
-90947162.72070353,-58363328.05268137,29379171.801645476,111985714.28571427
-24479349.63855163,-41258690.55918892,-91274518.96877894,103114285.71428572
24237849.98400936,-68972848.86185285,-2269427.0318890493,73142857.14285715
56374968.5197386,-36964017.53014884,2015765.8646694317,67442857.14285713
71615426.23242368,-32202873.251312546,49350210.03935637,92742857.14285715
98060483.68551882,-23847497.79436951,25480861.57642609,104085714.28571428
93152382.42007878,-20533927.096466303,47810892.97911517,106700000.0
92384628.72268422,3517232.242547333,-115991700.37189984,148328571.42857143
72490500.73040205,15166146.520476893,10289889.901609868,74771428.57142858
59866409.916075066,12848716.768454697,-102405186.47351171,119314285.71428572
190492676.20313084,43026301.061456434,93684778.53919524,216599999.99999997
78589074.59280314,76412660.5359952,9547208.758052329,110028571.42857142
89289654.21294703,125137340.97621511,-13449993.287917482,154314285.7142857
-25784442.654693086,31244905.32331762,-160259191.3380439,165300000.0
-80067418.76014613,-47038883.39467512,16154283.693850206,94257142.85714287
-28051946.926598605,-92005337.67180476,-51789071.72617767,109242857.14285715
-20085675.398564793,-79346660.70603696,102410366.06996645,131099999.99999999
-1471830.3613490046,-32321347.776395664,100881381.69601233,105942857.14285715
13394298.032021401,-53353665.72314247,-298109998.106181,303142857.14285713
49523248.9632833,-130993162.95095491,140779442.0969312,198571428.5714286
78609461.33274764,-104712968.57375373,28017080.530407183,133900000.00000001
124852376.74445386,-21551343.290706296,3846672.449429936,126757142.85714285
147965119.73516342,-2069010.0231415953,-43860689.57852011,154342857.14285716
44595773.24451952,25904098.249893844,-24105122.84725392,56928571.428571425
84392556.02760926,74118283.47549558,-9255622.171032868,112700000.00000001
73419198.76039289,176985449.58363572,11546280.047609072,191957142.85714287
-26282970.09280175,132975964.38427101,-81126879.78760144,157971428.57142857
-14643349.161318187,61955241.080887906,26125205.191847347,68814285.7142857
-33190419.962852586,57010371.13934734,34341272.442914106,74371428.57142858
-69174128.27013837,47179235.757197656,-9897396.97816599,84314285.7142857
-50313842.88436388,29315341.10826019,-14161979.500877837,59928571.428571425
-131756306.85868844,54669621.46618798,51449627.93015926,151642857.14285713
-106896788.17342462,-11090683.092855133,5559488.873607296,107614285.71428572
-68105098.03482817,-9717058.843989361,56891672.04672899,89271428.57142857
-71521476.3090425,-35849564.74087592,-65144691.32580341,103171428.57142857
-100347159.05185854,-108571518.80001704,-428233.39642953465,147842857.14285713
-80405265.76177444,-116081506.73885593,-4206371.551303577,141271428.5714286
-31549969.39349969,-76415519.94732487,-166377881.2676201,185785714.28571427
-12794526.597941194,-40723395.63869811,61841362.50423721,75142857.14285715
12086123.170184772,-72537523.02371402,56370023.08628464,92657142.85714287
215967771.60491636,-109631927.67094228,-114528714.97120656,267914285.7142857
101744713.44078417,-13732719.652787875,50917440.016075514,114600000.00000001
53350843.88234901,38713875.71429552,31500308.040847555,73057142.85714288
81226631.8374265,68621925.85815816,-28772585.8120816,110157142.85714288
84418971.75780594,254865554.6730015,38192641.71579575,271185714.2857143
13985021.361666406,117657942.6835657,-16179331.327622656,119585714.28571428
-1343575.9613450535,126588293.94738902,-126144340.17225218,178714285.7142857
-57873774.2177887,47306353.29880706,1871289.9211792636,74771428.57142857
-167391933.49520838,73487239.0970645,56784366.24468283,191428571.4285714
-79853598.76790714,32814709.90795051,83407944.03707336,120042857.14285715
-148788973.85703257,35067304.34089045,-15002847.224265067,153600000.0
-20156459.299837083,975723.0686471552,-11732608.08938736,23342857.14285714
-109309039.68764335,-14539116.629733318,-11516145.347363852,110871428.57142857
-112622919.23164766,-32488729.72308301,-74257021.20742378,138757142.85714287
-95038627.2445789,-31499912.95701852,10631456.927003589,100685714.28571428
-83288863.76897551,-38596472.10046158,-62353311.64144373,110971428.57142857
-277169457.7423153,-135828368.0390058,11371258.437236074,308871428.5714286
-97064516.79171993,-51762091.567285836,45613296.34556806,119085714.28571428
-141952601.6601252,-164840773.76187986,20012532.393794753,218457142.85714287
-37893016.95113862,-45657598.79816489,52912691.656412,79500000.0
-56288736.75664965,-112610840.4928813,53229326.57495643,136685714.2857143
-53744302.87672194,-112361679.84499095,-14910171.65797212,125442857.14285713
-37442733.55183575,-103404353.38882948,73287733.02925642,132157142.85714284
-774024.8724503423,-55890908.53029873,156033015.49041525,165742857.14285716
73419533.24952522,-63615917.81697487,-78615806.91508186,124971428.57142857
41870161.59899008,-11944389.009990262,-12960564.83696974,45428571.42857143
52908544.669931695,-9204571.368346913,30145679.141735785,61585714.28571429
76055345.81704435,9063840.818496684,1783238.0034507841,76614285.7142857
98152524.22576222,32959253.180361755,80766399.26700357,131314285.71428572
103839318.61907019,68145413.7115134,52352528.82453824,134785714.2857143
57061561.94125569,114478507.9942332,-30449013.40705495,131485714.28571428
18565681.624032874,56968022.832689755,-10818042.542475978,60885714.28571429
19879198.328278866,119714026.42490023,-58162176.18623244,134571428.57142857
-159457.3032651623,17508581.64542478,12770080.597257813,21671428.57142857
-53983983.08599948,64833775.91583401,-13154135.27175296,85385714.28571427
-95442422.71704842,24157912.895249534,87733761.25480524,131871428.57142857
-20728040.73211295,1218617.418551293,-12035917.040054316,24000000.000000004
-84700845.53051463,-3909721.202778951,40311390.368867435,93885714.2857143
-53167427.859919734,-11549950.570022384,-9062762.534323376,55157142.85714285
-88009747.06583229,-21123097.499854933,45015783.96599251,101085714.28571428
-29640660.726271622,-8477072.552005807,-95579644.44295533,100428571.42857143
-44302256.78157229,-15949986.030991716,-72714629.73450325,86628571.42857143
-87631629.64974241,-90081082.02723818,-110584158.65634814,167400000.0
-72128787.73515676,-79573452.07888502,-19752055.693170015,109200000.00000001
-45639528.260921195,-80896658.08438477,-61581446.71134305,111442857.14285713
-80654107.81960987,-148215564.89237297,47719899.06190014,175357142.85714287
-37666790.66744293,-72005566.73566043,-156696216.61391786,176514285.71428567
-29389624.546089083,-77701294.75360242,-193305247.63351282,210400000.0
45357050.5593184,-90023013.26460734,94101036.377501,137900000.0
16520395.842292735,-26038848.869427133,-35752533.42463013,47214285.71428572
96707741.43042915,2523682.869420478,-70638949.02345751,119785714.28571428
88591148.3116678,14752252.441290993,-45070592.011185154,100485714.28571428
30275930.54544699,12966336.39948476,93391113.65202975,99028571.42857142
118064650.95986399,54236304.9621843,-47931768.99509258,138485714.28571427
58470642.303033315,27977795.02366888,-70812618.75036328,96000000.0
78088794.77312979,74652926.37045383,16694124.00912683,109314285.7142857
90551622.12842774,101983468.59471169,41205385.84318268,142471428.57142857
